merchant_name,slug,mcc_code,mcc_description,category
Subway - Atlanta,subway-atlanta,5814,Fast Food Restaurants,dining
Subway - Aurora,subway-aurora,5814,Fast Food Restaurants,dining
Subway - Austin,subway-austin,5814,Fast Food Restaurants,dining
Subway - Bakersfield,subway-bakersfield,5814,Fast Food Restaurants,dining
Subway - Baltimore,subway-baltimore,5814,Fast Food Restaurants,dining
Subway - Boston,subway-boston,5814,Fast Food Restaurants,dining
Subway - Buffalo,subway-buffalo,5814,Fast Food Restaurants,dining
Subway - Charlotte,subway-charlotte,5814,Fast Food Restaurants,dining
Subway - Chicago,subway-chicago,5814,Fast Food Restaurants,dining
Subway - Chula Vista,subway-chula-vista,5814,Fast Food Restaurants,dining
Subway - Cincinnati,subway-cincinnati,5814,Fast Food Restaurants,dining
Subway - Colorado Springs,subway-colorado-springs,5814,Fast Food Restaurants,dining
Subway - Columbus,subway-columbus,5814,Fast Food Restaurants,dining
Subway - Corpus Christi,subway-corpus-christi,5814,Fast Food Restaurants,dining
Subway - Dallas,subway-dallas,5814,Fast Food Restaurants,dining
Subway - Denver,subway-denver,5814,Fast Food Restaurants,dining
Subway - Durham,subway-durham,5814,Fast Food Restaurants,dining
Subway - El Paso,subway-el-paso,5814,Fast Food Restaurants,dining
Subway - Fort Wayne,subway-fort-wayne,5814,Fast Food Restaurants,dining
Subway - Fort Worth,subway-fort-worth,5814,Fast Food Restaurants,dining
Subway - Fresno,subway-fresno,5814,Fast Food Restaurants,dining
Subway - Garland,subway-garland,5814,Fast Food Restaurants,dining
Subway - Glendale,subway-glendale,5814,Fast Food Restaurants,dining
Subway - Greensboro,subway-greensboro,5814,Fast Food Restaurants,dining
Subway - Henderson,subway-henderson,5814,Fast Food Restaurants,dining
Subway - Honolulu,subway-honolulu,5814,Fast Food Restaurants,dining
Subway - Houston,subway-houston,5814,Fast Food Restaurants,dining
Subway - Indianapolis,subway-indianapolis,5814,Fast Food Restaurants,dining
Subway - Jacksonville,subway-jacksonville,5814,Fast Food Restaurants,dining
Subway - Jersey City,subway-jersey-city,5814,Fast Food Restaurants,dining
Subway - Kansas City,subway-kansas-city,5814,Fast Food Restaurants,dining
Subway - Laredo,subway-laredo,5814,Fast Food Restaurants,dining
Subway - Las Vegas,subway-las-vegas,5814,Fast Food Restaurants,dining
Subway - Lexington,subway-lexington,5814,Fast Food Restaurants,dining
Subway - Lincoln,subway-lincoln,5814,Fast Food Restaurants,dining
Subway - Long Beach,subway-long-beach,5814,Fast Food Restaurants,dining
Subway - Los Angeles,subway-los-angeles,5814,Fast Food Restaurants,dining
Subway - Louisville,subway-louisville,5814,Fast Food Restaurants,dining
Subway - Lubbock,subway-lubbock,5814,Fast Food Restaurants,dining
Subway - Madison,subway-madison,5814,Fast Food Restaurants,dining
Subway - Memphis,subway-memphis,5814,Fast Food Restaurants,dining
Subway - Mesa,subway-mesa,5814,Fast Food Restaurants,dining
Subway - Milwaukee,subway-milwaukee,5814,Fast Food Restaurants,dining
Subway - Minneapolis,subway-minneapolis,5814,Fast Food Restaurants,dining
Subway - Nashville,subway-nashville,5814,Fast Food Restaurants,dining
Subway - New Orleans,subway-new-orleans,5814,Fast Food Restaurants,dining
Subway - New York,subway-new-york,5814,Fast Food Restaurants,dining
Subway - Newark,subway-newark,5814,Fast Food Restaurants,dining
Subway - Norfolk,subway-norfolk,5814,Fast Food Restaurants,dining
Subway - Oklahoma City,subway-oklahoma-city,5814,Fast Food Restaurants,dining
Subway - Omaha,subway-omaha,5814,Fast Food Restaurants,dining
Subway - Orlando,subway-orlando,5814,Fast Food Restaurants,dining
Subway - Philadelphia,subway-philadelphia,5814,Fast Food Restaurants,dining
Subway - Phoenix,subway-phoenix,5814,Fast Food Restaurants,dining
Subway - Pittsburgh,subway-pittsburgh,5814,Fast Food Restaurants,dining
Subway - Plano,subway-plano,5814,Fast Food Restaurants,dining
Subway - Portland,subway-portland,5814,Fast Food Restaurants,dining
Subway - Raleigh,subway-raleigh,5814,Fast Food Restaurants,dining
Subway - Riverside,subway-riverside,5814,Fast Food Restaurants,dining
Subway - Sacramento,subway-sacramento,5814,Fast Food Restaurants,dining
Subway - San Antonio,subway-san-antonio,5814,Fast Food Restaurants,dining
Subway - San Diego,subway-san-diego,5814,Fast Food Restaurants,dining
Subway - San Francisco,subway-san-francisco,5814,Fast Food Restaurants,dining
Subway - San Jose,subway-san-jose,5814,Fast Food Restaurants,dining
Subway - Santa Ana,subway-santa-ana,5814,Fast Food Restaurants,dining
Subway - Seattle,subway-seattle,5814,Fast Food Restaurants,dining
Subway - St. Louis,subway-st-louis,5814,Fast Food Restaurants,dining
Subway - St. Paul,subway-st-paul,5814,Fast Food Restaurants,dining
Subway - St. Petersburg,subway-st-petersburg,5814,Fast Food Restaurants,dining
Subway - Stockton,subway-stockton,5814,Fast Food Restaurants,dining
Subway - Tampa,subway-tampa,5814,Fast Food Restaurants,dining
Subway - Toledo,subway-toledo,5814,Fast Food Restaurants,dining
Subway - Tucson,subway-tucson,5814,Fast Food Restaurants,dining
Subway - Virginia Beach,subway-virginia-beach,5814,Fast Food Restaurants,dining
Subway - Washington,subway-washington,5814,Fast Food Restaurants,dining
Subway - Winston-Salem,subway-winston-salem,5814,Fast Food Restaurants,dining
Suddenlink,suddenlink,4816,Computer Network Services,utilities
Suddenlink TV,suddenlink-tv,4899,Cable and other pay television (previously Cable Services),utilities
Sun Country Airlines,sun-country-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Sun Country Airlines,sun-country,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Sunoco,sunoco,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Albuquerque,sunoco-albuquerque,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Anaheim,sunoco-anaheim,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Anchorage,sunoco-anchorage,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Arlington,sunoco-arlington,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Atlanta,sunoco-atlanta,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Aurora,sunoco-aurora,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Austin,sunoco-austin,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Bakersfield,sunoco-bakersfield,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Baltimore,sunoco-baltimore,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Boston,sunoco-boston,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Charlotte,sunoco-charlotte,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Chicago,sunoco-chicago,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Cincinnati,sunoco-cincinnati,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Colorado Springs,sunoco-colorado-springs,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Columbus,sunoco-columbus,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Corpus Christi,sunoco-corpus-christi,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Dallas,sunoco-dallas,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Denver,sunoco-denver,5541,Service Stations ( with or without ancillary services),retail
Sunoco - El Paso,sunoco-el-paso,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Fort Worth,sunoco-fort-worth,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Fresno,sunoco-fresno,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Honolulu,sunoco-honolulu,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Houston,sunoco-houston,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Indianapolis,sunoco-indianapolis,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Jacksonville,sunoco-jacksonville,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Kansas City,sunoco-kansas-city,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Las Vegas,sunoco-las-vegas,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Lexington,sunoco-lexington,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Long Beach,sunoco-long-beach,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Los Angeles,sunoco-los-angeles,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Louisville,sunoco-louisville,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Memphis,sunoco-memphis,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Mesa,sunoco-mesa,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Milwaukee,sunoco-milwaukee,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Minneapolis,sunoco-minneapolis,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Nashville,sunoco-nashville,5541,Service Stations ( with or without ancillary services),retail
Sunoco - New Orleans,sunoco-new-orleans,5541,Service Stations ( with or without ancillary services),retail
Sunoco - New York,sunoco-new-york,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Oklahoma City,sunoco-oklahoma-city,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Omaha,sunoco-omaha,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Philadelphia,sunoco-philadelphia,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Phoenix,sunoco-phoenix,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Pittsburgh,sunoco-pittsburgh,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Portland,sunoco-portland,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Raleigh,sunoco-raleigh,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Riverside,sunoco-riverside,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Sacramento,sunoco-sacramento,5541,Service Stations ( with or without ancillary services),retail
Sunoco - San Antonio,sunoco-san-antonio,5541,Service Stations ( with or without ancillary services),retail
Sunoco - San Diego,sunoco-san-diego,5541,Service Stations ( with or without ancillary services),retail
Sunoco - San Francisco,sunoco-san-francisco,5541,Service Stations ( with or without ancillary services),retail
Sunoco - San Jose,sunoco-san-jose,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Santa Ana,sunoco-santa-ana,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Seattle,sunoco-seattle,5541,Service Stations ( with or without ancillary services),retail
Sunoco - St. Louis,sunoco-st-louis,5541,Service Stations ( with or without ancillary services),retail
Sunoco - St. Paul,sunoco-st-paul,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Stockton,sunoco-stockton,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Tampa,sunoco-tampa,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Tucson,sunoco-tucson,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Virginia Beach,sunoco-virginia-beach,5541,Service Stations ( with or without ancillary services),retail
Sunoco - Washington,sunoco-washington,5541,Service Stations ( with or without ancillary services),retail
Sunoco (convenience),sunoco-conv,5541,Service Stations ( with or without ancillary services),retail
Sunoco APlus,sunoco-aplus,5541,Service Stations ( with or without ancillary services),retail
SunTran,suntran,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Super 8,super-8,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Super 8 by Wyndham,super-8-by-wyndham,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Supermercado El Rancho,supermercado-el-rancho,5411,"Grocery Stores, Supermarkets",retail
Sweet Tomatoes,sweet-tomatoes,5812,Eating places and Restaurants,dining
Sweetgreen,sweetgreen,5814,Fast Food Restaurants,dining
Swiss International Air Lines,swiss-international-air-lines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Swissôtel,swisstel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
T-Mobile,t-mobile,4899,Cable and other pay television (previously Cable Services),utilities
T-Mobile Home Internet,t-mobile-home-internet,4816,Computer Network Services,utilities
T-Mobile Park,t-mobile-park,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
TA (TravelCenters of America),ta-travelcenters-of-america,5541,Service Stations ( with or without ancillary services),retail
Taboola,taboola,7311,Advertising Services,professional
Taco Bell,taco-bell,5814,Fast Food Restaurants,dining
Taco Bell - Albuquerque,taco-bell-albuquerque,5814,Fast Food Restaurants,dining
Taco Bell - Anaheim,taco-bell-anaheim,5814,Fast Food Restaurants,dining
Taco Bell - Anchorage,taco-bell-anchorage,5814,Fast Food Restaurants,dining
Taco Bell - Arlington,taco-bell-arlington,5814,Fast Food Restaurants,dining
Taco Bell - Atlanta,taco-bell-atlanta,5814,Fast Food Restaurants,dining
Taco Bell - Aurora,taco-bell-aurora,5814,Fast Food Restaurants,dining
Taco Bell - Austin,taco-bell-austin,5814,Fast Food Restaurants,dining
Taco Bell - Bakersfield,taco-bell-bakersfield,5814,Fast Food Restaurants,dining
Taco Bell - Baltimore,taco-bell-baltimore,5814,Fast Food Restaurants,dining
Taco Bell - Boston,taco-bell-boston,5814,Fast Food Restaurants,dining
Taco Bell - Buffalo,taco-bell-buffalo,5814,Fast Food Restaurants,dining
Taco Bell - Charlotte,taco-bell-charlotte,5814,Fast Food Restaurants,dining
Taco Bell - Chicago,taco-bell-chicago,5814,Fast Food Restaurants,dining
Taco Bell - Chula Vista,taco-bell-chula-vista,5814,Fast Food Restaurants,dining
Taco Bell - Cincinnati,taco-bell-cincinnati,5814,Fast Food Restaurants,dining
Taco Bell - Colorado Springs,taco-bell-colorado-springs,5814,Fast Food Restaurants,dining
Taco Bell - Columbus,taco-bell-columbus,5814,Fast Food Restaurants,dining
Taco Bell - Corpus Christi,taco-bell-corpus-christi,5814,Fast Food Restaurants,dining
Taco Bell - Dallas,taco-bell-dallas,5814,Fast Food Restaurants,dining
Taco Bell - Denver,taco-bell-denver,5814,Fast Food Restaurants,dining
Taco Bell - Durham,taco-bell-durham,5814,Fast Food Restaurants,dining
Taco Bell - El Paso,taco-bell-el-paso,5814,Fast Food Restaurants,dining
Taco Bell - Fort Wayne,taco-bell-fort-wayne,5814,Fast Food Restaurants,dining
Taco Bell - Fort Worth,taco-bell-fort-worth,5814,Fast Food Restaurants,dining
Taco Bell - Fresno,taco-bell-fresno,5814,Fast Food Restaurants,dining
Taco Bell - Garland,taco-bell-garland,5814,Fast Food Restaurants,dining
Taco Bell - Glendale,taco-bell-glendale,5814,Fast Food Restaurants,dining
Taco Bell - Greensboro,taco-bell-greensboro,5814,Fast Food Restaurants,dining
Taco Bell - Henderson,taco-bell-henderson,5814,Fast Food Restaurants,dining
Taco Bell - Honolulu,taco-bell-honolulu,5814,Fast Food Restaurants,dining
Taco Bell - Houston,taco-bell-houston,5814,Fast Food Restaurants,dining
Taco Bell - Indianapolis,taco-bell-indianapolis,5814,Fast Food Restaurants,dining
Taco Bell - Jacksonville,taco-bell-jacksonville,5814,Fast Food Restaurants,dining
Taco Bell - Jersey City,taco-bell-jersey-city,5814,Fast Food Restaurants,dining
Taco Bell - Kansas City,taco-bell-kansas-city,5814,Fast Food Restaurants,dining
Taco Bell - Laredo,taco-bell-laredo,5814,Fast Food Restaurants,dining
Taco Bell - Las Vegas,taco-bell-las-vegas,5814,Fast Food Restaurants,dining
Taco Bell - Lexington,taco-bell-lexington,5814,Fast Food Restaurants,dining
Taco Bell - Lincoln,taco-bell-lincoln,5814,Fast Food Restaurants,dining
Taco Bell - Long Beach,taco-bell-long-beach,5814,Fast Food Restaurants,dining
Taco Bell - Los Angeles,taco-bell-los-angeles,5814,Fast Food Restaurants,dining
Taco Bell - Louisville,taco-bell-louisville,5814,Fast Food Restaurants,dining
Taco Bell - Lubbock,taco-bell-lubbock,5814,Fast Food Restaurants,dining
Taco Bell - Madison,taco-bell-madison,5814,Fast Food Restaurants,dining
